                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4909,                  4.044,                 1.4924,                0.66017,                0.37604,                0.42921,                0.17805,                 1.4023,                 8.6971,                0.80609,             0.00066389,             0.00066389,             0.00066389
